"","Game_ID","Visiting_Team","Inning","Batting_Team","Outs","Balls","Strikes","Vistor_Score","Home_Score","Batter","Batter_Hand","Pitcher","Pitcher_Hand","First_Runner","Second_Runner","Third_Runner","Event_Text","Leadoff_Flag","PinchHit_Flag","Defensive_Position","Lineup_Position","Event_Type","Batter_Event_Flag","AB_Flag","Hit_Value","SH_Flag","SF_Flag","Outs_On_Play","RBIs_On_Play","Wild_Pitch_Flag","Passed_Ball_Flag","Num_Errors","Batter_Dest","Runner_On_1st_Dest","Runner_On_2nd_Dest","Runner_On_3rd_Dest","First","Second","Third","Runs_Scored","Result_Outs","State","Next_State","Home_Team"
"1051","ANA201705050","HOU",1,0,0,3,2,0,0,"sprig001","R","chavj001","R","","","","W",TRUE,FALSE,8,1,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"1052","ANA201705050","HOU",1,0,0,1,0,0,0,"reddj001","L","chavj001","R","sprig001","","","8/F",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,1,"0100","1100","ANA"
"1053","ANA201705050","HOU",1,0,1,1,2,0,0,"altuj001","R","chavj001","R","sprig001","","","9/L",FALSE,FALSE,4,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,2,"1100","2100","ANA"
"1054","ANA201705050","HOU",1,0,2,2,2,0,0,"corrc001","R","chavj001","R","sprig001","","","K",FALSE,FALSE,6,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"1059","ANA201705050","HOU",2,0,0,0,2,0,0,"beltc001","L","chavj001","R","","","","K",TRUE,FALSE,10,5,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1060","ANA201705050","HOU",2,0,1,0,0,0,0,"gurry001","R","chavj001","R","","","","S8/G+",FALSE,FALSE,3,6,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1061","ANA201705050","HOU",2,0,1,2,1,0,0,"mccab002","L","chavj001","R","gurry001","","","4/L",FALSE,FALSE,2,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,2,"1100","2100","ANA"
"1062","ANA201705050","HOU",2,0,2,2,2,0,0,"gonzm002","L","chavj001","R","gurry001","","","K",FALSE,FALSE,5,8,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"1067","ANA201705050","HOU",3,0,0,2,2,0,1,"aokin001","L","chavj001","R","","","","13/G",TRUE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1068","ANA201705050","HOU",3,0,1,3,2,0,1,"sprig001","R","chavj001","R","","","","K",FALSE,FALSE,8,1,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1069","ANA201705050","HOU",3,0,2,0,1,0,1,"reddj001","L","chavj001","R","","","","HR/9/F",FALSE,FALSE,9,2,23,TRUE,TRUE,4,FALSE,FALSE,0,1,FALSE,FALSE,0,4,0,0,0,0,0,0,1,2,"2000","2000","ANA"
"1070","ANA201705050","HOU",3,0,2,0,1,1,1,"altuj001","R","chavj001","R","","","","8/F",FALSE,FALSE,4,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1074","ANA201705050","HOU",4,0,0,0,1,1,1,"corrc001","R","chavj001","R","","","","9/L+",TRUE,FALSE,6,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1075","ANA201705050","HOU",4,0,1,0,0,1,1,"beltc001","L","chavj001","R","","","","13/G-",FALSE,FALSE,10,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1076","ANA201705050","HOU",4,0,2,1,0,1,1,"gurry001","R","chavj001","R","","","","9/F",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1080","ANA201705050","HOU",5,0,0,1,0,1,1,"mccab002","L","chavj001","R","","","","3/G",TRUE,FALSE,2,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1081","ANA201705050","HOU",5,0,1,3,2,1,1,"gonzm002","L","chavj001","R","","","","W",FALSE,FALSE,5,8,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1082","ANA201705050","HOU",5,0,1,2,2,1,1,"aokin001","L","chavj001","R","gonzm002","","","16(1)3/GDP",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3,"1100","3000","ANA"
"1086","ANA201705050","HOU",6,0,0,2,2,1,1,"sprig001","R","chavj001","R","","","","8/F",TRUE,FALSE,8,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1087","ANA201705050","HOU",6,0,1,3,2,1,1,"reddj001","L","chavj001","R","","","","7/L",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1088","ANA201705050","HOU",6,0,2,2,2,1,1,"altuj001","R","chavj001","R","","","","63/G",FALSE,FALSE,4,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1094","ANA201705050","HOU",7,0,0,1,2,1,2,"corrc001","R","chavj001","R","","","","S9/L",TRUE,FALSE,6,4,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"1095","ANA201705050","HOU",7,0,0,0,1,1,2,"beltc001","L","chavj001","R","corrc001","","","D9/G+.1-3",FALSE,FALSE,10,5,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,3,0,0,1,0,0,0,0,"0100","0011","ANA"
"1096","ANA201705050","HOU",7,0,0,0,1,1,2,"gurry001","R","chavj001","R","","beltc001","corrc001","4/P",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,3,0,1,1,0,1,"0011","1011","ANA"
"1097","ANA201705050","HOU",7,0,1,1,0,1,2,"mccab002","L","alvaj003","L","","beltc001","corrc001","HR/9/F.3-H;2-H",FALSE,FALSE,2,7,23,TRUE,TRUE,4,FALSE,FALSE,0,3,FALSE,FALSE,0,4,0,4,4,0,1,1,3,1,"1011","1000","ANA"
"1098","ANA201705050","HOU",7,0,1,2,0,4,2,"gonzm002","R","alvaj003","L","","","","S9/F",FALSE,FALSE,5,8,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1099","ANA201705050","HOU",7,0,1,0,1,4,2,"aokin001","L","alvaj003","L","gonzm002","","","16(1)3/GDP",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3,"1100","3000","ANA"
"1103","ANA201705050","HOU",8,0,0,1,0,4,2,"sprig001","R","hernd002","R","","","","D9/L+",TRUE,FALSE,8,1,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,0,"0000","0010","ANA"
"1104","ANA201705050","HOU",8,0,0,1,1,4,2,"reddj001","L","hernd002","R","","sprig001","","S7/L.2-H",FALSE,FALSE,9,2,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,0,4,0,0,1,0,1,0,"0010","0100","ANA"
"1105","ANA201705050","HOU",8,0,0,0,2,5,2,"altuj001","R","hernd002","R","reddj001","","","64(1)3/GDP",FALSE,FALSE,4,3,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,2,"0100","2000","ANA"
"1106","ANA201705050","HOU",8,0,2,2,2,5,2,"corrc001","R","hernd002","R","","","","63/G+",FALSE,FALSE,6,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1110","ANA201705050","HOU",9,0,0,0,0,5,2,"beltc001","L","middk001","R","","","","D9/L+",TRUE,FALSE,10,5,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,0,"0000","0010","ANA"
"1111","ANA201705050","HOU",9,0,0,0,1,5,2,"gurry001","R","middk001","R","","beltc001","","43/G.2-3",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,3,0,0,1,0,0,1,"0010","1001","ANA"
"1112","ANA201705050","HOU",9,0,1,2,1,5,2,"mccab002","L","middk001","R","","","beltc001","S7/G.3-H",FALSE,FALSE,2,7,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,0,0,4,0,0,1,1,1,"1001","1100","ANA"
"1113","ANA201705050","HOU",9,0,1,2,2,6,2,"gonzm002","L","middk001","R","mccab002","","","7/F",FALSE,FALSE,5,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,2,"1100","2100","ANA"
"1114","ANA201705050","HOU",9,0,2,0,2,6,2,"marij002","R","middk001","R","mccab002","","","K",FALSE,FALSE,7,9,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"1124","ANA201705050","HOU",10,0,0,0,0,6,6,"sprig001","R","norrb001","R","","","","3/P",TRUE,FALSE,8,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1125","ANA201705050","HOU",10,0,1,2,2,6,6,"reddj001","L","norrb001","R","","","","7/F",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1126","ANA201705050","HOU",10,0,2,1,0,6,6,"altuj001","R","norrb001","R","","","","S9/L",FALSE,FALSE,4,3,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"1127","ANA201705050","HOU",10,0,2,0,1,6,6,"corrc001","R","norrb001","R","altuj001","","","SB2",FALSE,FALSE,6,4,4,FALSE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,0,2,0,0,1,0,0,0,2,"2100","2010","ANA"
"1128","ANA201705050","HOU",10,0,2,1,2,6,6,"corrc001","R","norrb001","R","","altuj001","","S9/L+.2-H",FALSE,FALSE,6,4,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,0,4,0,0,1,0,1,2,"2010","2100","ANA"
"1129","ANA201705050","HOU",10,0,2,1,2,7,6,"beltc001","L","norrb001","R","corrc001","","","K",FALSE,FALSE,10,5,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"1133","ANA201705060","HOU",1,0,0,2,2,0,0,"sprig001","R","ramij002","R","","","","K",TRUE,FALSE,8,1,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1134","ANA201705060","HOU",1,0,1,2,1,0,0,"reddj001","L","ramij002","R","","","","63/G",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1135","ANA201705060","HOU",1,0,2,1,0,0,0,"corrc001","R","ramij002","R","","","","D7/L+",FALSE,FALSE,6,3,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,2,"2000","2010","ANA"
"1136","ANA201705060","HOU",1,0,2,2,0,0,0,"beltc001","L","ramij002","R","","corrc001","","D7/L.2-H",FALSE,FALSE,10,4,21,TRUE,TRUE,2,FALSE,FALSE,0,1,FALSE,FALSE,0,2,0,4,0,0,1,0,1,2,"2010","2010","ANA"
"1137","ANA201705060","HOU",1,0,2,1,0,1,0,"mccab002","L","ramij002","R","","beltc001","","43/G",FALSE,FALSE,2,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,0,0,1,0,0,3,"2010","3000","ANA"
"1141","ANA201705060","HOU",2,0,0,2,2,1,0,"gurry001","R","ramij002","R","","","","9/F",TRUE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1142","ANA201705060","HOU",2,0,1,2,2,1,0,"gonzm002","L","ramij002","R","","","","HP",FALSE,FALSE,4,7,16,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1143","ANA201705060","HOU",2,0,1,2,1,1,0,"brega001","R","ramij002","R","gonzm002","","","S9/L.1-2",FALSE,FALSE,5,8,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,1,"1100","1110","ANA"
"1144","ANA201705060","HOU",2,0,1,2,2,1,0,"aokin001","L","ramij002","R","brega001","gonzm002","","46(1)3/GDP",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,2,0,1,1,0,0,3,"1110","3000","ANA"
"1150","ANA201705060","HOU",3,0,0,3,0,1,1,"sprig001","R","ramij002","R","","","","W",TRUE,FALSE,8,1,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"1151","ANA201705060","HOU",3,0,0,0,1,1,1,"reddj001","L","ramij002","R","sprig001","","","46(1)3/GDP",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,2,"0100","2000","ANA"
"1152","ANA201705060","HOU",3,0,2,0,0,1,1,"corrc001","R","ramij002","R","","","","5/L+",FALSE,FALSE,6,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1157","ANA201705060","HOU",4,0,0,2,2,1,1,"beltc001","L","ramij002","R","","","","5/L",TRUE,FALSE,10,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1158","ANA201705060","HOU",4,0,1,3,0,1,1,"mccab002","L","ramij002","R","","","","W",FALSE,FALSE,2,5,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1159","ANA201705060","HOU",4,0,1,0,0,1,1,"gurry001","R","ramij002","R","mccab002","","","S7/G.1-2",FALSE,FALSE,3,6,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,1,"1100","1110","ANA"
"1160","ANA201705060","HOU",4,0,1,1,0,1,1,"gonzm002","L","ramij002","R","gurry001","mccab002","","7/F",FALSE,FALSE,4,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,2,0,1,1,0,0,2,"1110","2110","ANA"
"1161","ANA201705060","HOU",4,0,2,0,2,1,1,"brega001","R","ramij002","R","gurry001","mccab002","","WP.2-3;1-2",FALSE,FALSE,5,8,9,FALSE,FALSE,0,FALSE,FALSE,0,0,TRUE,FALSE,0,0,2,3,0,1,1,0,0,2,"2110","2011","ANA"
"1162","ANA201705060","HOU",4,0,2,1,2,1,1,"brega001","R","ramij002","R","","gurry001","mccab002","63/G",FALSE,FALSE,5,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,3,0,1,1,0,3,"2011","3000","ANA"
"1167","ANA201705060","HOU",5,0,0,1,0,1,1,"aokin001","L","ramij002","R","","","","S67/G",TRUE,FALSE,7,9,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"1168","ANA201705060","HOU",5,0,0,0,0,1,1,"sprig001","R","ramij002","R","aokin001","","","S6/G.1-2",FALSE,FALSE,8,1,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,0,"0100","0110","ANA"
"1169","ANA201705060","HOU",5,0,0,0,1,1,1,"reddj001","L","ramij002","R","sprig001","aokin001","","36(1)/FO/G.2-3",FALSE,FALSE,9,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,1,0,3,0,1,1,0,0,1,"0110","1101","ANA"
"1170","ANA201705060","HOU",5,0,1,2,1,1,1,"corrc001","R","ramij002","R","reddj001","","aokin001","64(1)3/GDP",FALSE,FALSE,6,3,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,3,1,0,1,0,3,"1101","3000","ANA"
"1174","ANA201705060","HOU",6,0,0,2,2,1,1,"beltc001","L","ramij002","R","","","","43/G",TRUE,FALSE,10,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1175","ANA201705060","HOU",6,0,1,1,1,1,1,"mccab002","L","ramij002","R","","","","S7/L",FALSE,FALSE,2,5,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1176","ANA201705060","HOU",6,0,1,2,2,1,1,"gurry001","R","ramij002","R","mccab002","","","8/F",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,2,"1100","2100","ANA"
"1177","ANA201705060","HOU",6,0,2,0,1,1,1,"gonzm002","L","ramij002","R","mccab002","","","S8/L.1-2",FALSE,FALSE,4,7,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,2,"2100","2110","ANA"
"1178","ANA201705060","HOU",6,0,2,1,2,1,1,"brega001","R","ramij002","R","gonzm002","mccab002","","K",FALSE,FALSE,5,8,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,2,0,1,1,0,0,3,"2110","3000","ANA"
"1182","ANA201705060","HOU",7,0,0,2,2,1,1,"aokin001","L","parkb001","R","","","","63/G",TRUE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1183","ANA201705060","HOU",7,0,1,3,1,1,1,"sprig001","R","parkb001","R","","","","8/F",FALSE,FALSE,8,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1184","ANA201705060","HOU",7,0,2,1,2,1,1,"reddj001","L","parkb001","R","","","","K",FALSE,FALSE,9,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1188","ANA201705060","HOU",8,0,0,2,0,1,1,"corrc001","R","hernd002","R","","","","6/P",TRUE,FALSE,6,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1189","ANA201705060","HOU",8,0,1,1,2,1,1,"beltc001","L","hernd002","R","","","","K",FALSE,FALSE,10,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1190","ANA201705060","HOU",8,0,2,2,1,1,1,"mccab002","L","hernd002","R","","","","S7/L",FALSE,FALSE,2,5,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"1191","ANA201705060","HOU",8,0,2,0,2,1,1,"gurry001","R","hernd002","R","mccab002","","","K",FALSE,FALSE,3,6,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"1196","ANA201705060","HOU",9,0,0,1,2,1,1,"gonzm002","L","norrb001","R","","","","7/L",TRUE,FALSE,4,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1197","ANA201705060","HOU",9,0,1,2,2,1,1,"brega001","R","norrb001","R","","","","K+WP.B-1",FALSE,FALSE,5,8,3,TRUE,TRUE,0,FALSE,FALSE,0,0,TRUE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"1198","ANA201705060","HOU",9,0,1,1,0,1,1,"aokin001","L","norrb001","R","altuj001","","","CS2(26)",FALSE,FALSE,7,9,6,FALSE,FALSE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,2,"1100","2000","ANA"
"1199","ANA201705060","HOU",9,0,2,3,2,1,1,"aokin001","L","norrb001","R","","","","43/G",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1204","ANA201705070","HOU",1,0,0,2,0,0,0,"sprig001","R","shoem001","R","","","","63/G",TRUE,FALSE,8,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1205","ANA201705070","HOU",1,0,1,0,2,0,0,"reddj001","L","shoem001","R","","","","K",FALSE,FALSE,9,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1206","ANA201705070","HOU",1,0,2,0,0,0,0,"altuj001","R","shoem001","R","","","","S7/L",FALSE,FALSE,4,3,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"1207","ANA201705070","HOU",1,0,2,1,0,0,0,"corrc001","R","shoem001","R","altuj001","","","PO1(13)",FALSE,FALSE,6,4,8,FALSE,FALSE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3,"2100","3000","ANA"
"1212","ANA201705070","HOU",2,0,0,1,0,0,1,"corrc001","R","shoem001","R","","","","8/L",TRUE,FALSE,6,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1213","ANA201705070","HOU",2,0,1,1,2,0,1,"beltc001","L","shoem001","R","","","","8/F",FALSE,FALSE,10,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1214","ANA201705070","HOU",2,0,2,0,0,0,1,"gurry001","R","shoem001","R","","","","7/F",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1223","ANA201705070","HOU",3,0,0,0,2,0,2,"gatte001","R","shoem001","R","","","","K",TRUE,FALSE,2,7,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1224","ANA201705070","HOU",3,0,1,0,1,0,2,"brega001","R","shoem001","R","","","","D7/L",FALSE,FALSE,5,8,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,1,"1000","1010","ANA"
"1225","ANA201705070","HOU",3,0,1,2,2,0,2,"marij002","R","shoem001","R","","brega001","","K",FALSE,FALSE,7,9,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,0,0,1,0,0,2,"1010","2010","ANA"
"1226","ANA201705070","HOU",3,0,2,3,0,0,2,"sprig001","R","shoem001","R","","brega001","","W",FALSE,FALSE,8,1,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,2,0,0,1,0,0,2,"2010","2110","ANA"
"1227","ANA201705070","HOU",3,0,2,1,0,0,2,"reddj001","L","shoem001","R","sprig001","brega001","","S9/L.2-H;1-3",FALSE,FALSE,9,2,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,3,4,0,1,1,0,1,2,"2110","2101","ANA"
"1228","ANA201705070","HOU",3,0,2,0,0,1,2,"altuj001","R","shoem001","R","reddj001","","sprig001","HR/78/F.3-H;1-H",FALSE,FALSE,4,3,23,TRUE,TRUE,4,FALSE,FALSE,0,3,FALSE,FALSE,0,4,4,0,4,1,0,1,3,2,"2101","2000","ANA"
"1229","ANA201705070","HOU",3,0,2,3,2,4,2,"corrc001","R","shoem001","R","","","","7/F",FALSE,FALSE,6,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1233","ANA201705070","HOU",4,0,0,2,1,4,2,"beltc001","L","shoem001","R","","","","4/P",TRUE,FALSE,10,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"1234","ANA201705070","HOU",4,0,1,0,0,4,2,"gurry001","R","shoem001","R","","","","7/F",FALSE,FALSE,3,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"1235","ANA201705070","HOU",4,0,2,3,0,4,2,"gatte001","R","shoem001","R","","","","8/F+",FALSE,FALSE,2,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"1239","ANA201705070","HOU",5,0,0,3,2,4,2,"brega001","R","shoem001","R","","","","W",TRUE,FALSE,5,8,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
