"","Game_ID","Visiting_Team","Inning","Batting_Team","Outs","Balls","Strikes","Vistor_Score","Home_Score","Batter","Batter_Hand","Pitcher","Pitcher_Hand","First_Runner","Second_Runner","Third_Runner","Event_Text","Leadoff_Flag","PinchHit_Flag","Defensive_Position","Lineup_Position","Event_Type","Batter_Event_Flag","AB_Flag","Hit_Value","SH_Flag","SF_Flag","Outs_On_Play","RBIs_On_Play","Wild_Pitch_Flag","Passed_Ball_Flag","Num_Errors","Batter_Dest","Runner_On_1st_Dest","Runner_On_2nd_Dest","Runner_On_3rd_Dest","First","Second","Third","Runs_Scored","Result_Outs","State","Next_State","Home_Team"
"2921","ANA201706280","LAN",1,0,0,3,2,0,0,"utlec001","L","meyea001","R","","","","W",TRUE,FALSE,3,1,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"2922","ANA201706280","LAN",1,0,0,0,1,0,0,"pedej001","L","meyea001","R","utlec001","","","8/F",FALSE,FALSE,8,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,1,"0100","1100","ANA"
"2923","ANA201706280","LAN",1,0,1,2,1,0,0,"turnj001","R","meyea001","R","utlec001","","","7/F",FALSE,FALSE,5,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,2,"1100","2100","ANA"
"2924","ANA201706280","LAN",1,0,2,2,2,0,0,"bellc002","L","meyea001","R","utlec001","","","K",FALSE,FALSE,10,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"2928","ANA201706280","LAN",2,0,0,1,1,0,0,"taylc001","R","meyea001","R","","","","7/L",TRUE,FALSE,6,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2929","ANA201706280","LAN",2,0,1,3,1,0,0,"grany001","L","meyea001","R","","","","W",FALSE,FALSE,2,6,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,1,"1000","1100","ANA"
"2930","ANA201706280","LAN",2,0,1,3,2,0,0,"forsl001","R","meyea001","R","grany001","","","W.1-2",FALSE,FALSE,4,7,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,1,"1100","1110","ANA"
"2931","ANA201706280","LAN",2,0,1,2,1,0,0,"puigy001","R","meyea001","R","forsl001","grany001","","64(1)/FO/G.2-3",FALSE,FALSE,9,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,1,0,3,0,1,1,0,0,2,"1110","2101","ANA"
"2932","ANA201706280","LAN",2,0,2,2,2,0,0,"thomt002","R","meyea001","R","puigy001","","grany001","K",FALSE,FALSE,7,9,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,3,1,0,1,0,3,"2101","3000","ANA"
"2936","ANA201706280","LAN",3,0,0,3,2,0,0,"utlec001","L","meyea001","R","","","","W",TRUE,FALSE,3,1,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"2937","ANA201706280","LAN",3,0,0,3,2,0,0,"pedej001","L","meyea001","R","utlec001","","","K",FALSE,FALSE,8,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,1,"0100","1100","ANA"
"2938","ANA201706280","LAN",3,0,1,3,2,0,0,"turnj001","R","meyea001","R","utlec001","","","W.1-2",FALSE,FALSE,5,3,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,1,"1100","1110","ANA"
"2939","ANA201706280","LAN",3,0,1,3,2,0,0,"bellc002","L","meyea001","R","turnj001","utlec001","","13/G.2-3;1-2",FALSE,FALSE,10,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,2,3,0,1,1,0,0,2,"1110","2011","ANA"
"2940","ANA201706280","LAN",3,0,2,0,0,0,0,"taylc001","R","meyea001","R","","turnj001","utlec001","53/G",FALSE,FALSE,6,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,3,0,1,1,0,3,"2011","3000","ANA"
"2945","ANA201706280","LAN",4,0,0,3,2,0,0,"grany001","L","meyea001","R","","","","S8/G",TRUE,FALSE,2,6,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"2946","ANA201706280","LAN",4,0,0,0,1,0,0,"forsl001","R","meyea001","R","grany001","","","54(1)3/GDP",FALSE,FALSE,4,7,2,TRUE,TRUE,0,FALSE,FALSE,2,0,FALSE,FALSE,0,0,0,0,0,1,0,0,0,2,"0100","2000","ANA"
"2947","ANA201706280","LAN",4,0,2,0,1,0,0,"puigy001","R","meyea001","R","","","","3/P3F",FALSE,FALSE,9,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"2953","ANA201706280","LAN",5,0,0,1,1,0,0,"thomt002","R","meyea001","R","","","","13/G-",TRUE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2954","ANA201706280","LAN",5,0,1,2,1,0,0,"utlec001","L","meyea001","R","","","","7/F",FALSE,FALSE,3,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2955","ANA201706280","LAN",5,0,2,0,1,0,0,"pedej001","L","meyea001","R","","","","43/G",FALSE,FALSE,8,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"2960","ANA201706280","LAN",6,0,0,0,0,0,0,"turnj001","R","meyea001","R","","","","43/G",TRUE,FALSE,5,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2961","ANA201706280","LAN",6,0,1,1,2,0,0,"bellc002","L","meyea001","R","","","","K",FALSE,FALSE,10,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2962","ANA201706280","LAN",6,0,2,3,2,0,0,"taylc001","R","meyea001","R","","","","9/F",FALSE,FALSE,6,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"2971","ANA201706280","LAN",7,0,0,1,2,0,2,"grany001","L","petiy001","R","","","","63/G",TRUE,FALSE,2,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2972","ANA201706280","LAN",7,0,1,2,2,0,2,"forsl001","R","petiy001","R","","","","4/P",FALSE,FALSE,4,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2973","ANA201706280","LAN",7,0,2,0,0,0,2,"puigy001","R","petiy001","R","","","","8/F",FALSE,FALSE,9,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"2977","ANA201706280","LAN",8,0,0,1,0,0,2,"thomt002","R","middk001","R","","","","HR/7/F+",TRUE,FALSE,7,9,23,TRUE,TRUE,4,FALSE,FALSE,0,1,FALSE,FALSE,0,4,0,0,0,0,0,0,1,0,"0000","0000","ANA"
"2978","ANA201706280","LAN",8,0,0,0,2,1,2,"utlec001","L","middk001","R","","","","7/F",FALSE,FALSE,3,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2979","ANA201706280","LAN",8,0,1,1,2,1,2,"pedej001","L","middk001","R","","","","K",FALSE,FALSE,8,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2980","ANA201706280","LAN",8,0,2,2,2,1,2,"turnj001","R","middk001","R","","","","8/F",FALSE,FALSE,5,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"2985","ANA201706280","LAN",9,0,0,0,2,1,2,"bellc002","L","bedrc001","R","","","","K",TRUE,FALSE,10,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2986","ANA201706280","LAN",9,0,1,0,0,1,2,"taylc001","R","bedrc001","R","","","","9/F",FALSE,FALSE,6,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2987","ANA201706280","LAN",9,0,2,3,2,1,2,"grany001","L","bedrc001","R","","","","HR/8/F",FALSE,FALSE,2,6,23,TRUE,TRUE,4,FALSE,FALSE,0,1,FALSE,FALSE,0,4,0,0,0,0,0,0,1,2,"2000","2000","ANA"
"2988","ANA201706280","LAN",9,0,2,0,1,2,2,"forsl001","R","bedrc001","R","","","","S9/L",FALSE,FALSE,4,7,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"2989","ANA201706280","LAN",9,0,2,0,0,2,2,"puigy001","R","bedrc001","R","forsl001","","","54(1)/FO/G",FALSE,FALSE,9,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,1,0,0,0,1,0,0,0,3,"2100","3000","ANA"
"2994","ANA201706290","LAN",1,0,0,2,2,0,0,"utlec001","L","ramij002","R","","","","43/G",TRUE,FALSE,4,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"2995","ANA201706290","LAN",1,0,1,3,2,0,0,"seagc001","L","ramij002","R","","","","23/G-",FALSE,FALSE,6,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"2996","ANA201706290","LAN",1,0,2,2,2,0,0,"turnj001","R","ramij002","R","","","","43/G",FALSE,FALSE,10,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"3000","ANA201706290","LAN",2,0,0,0,0,0,0,"bellc002","L","ramij002","R","","","","7/F",TRUE,FALSE,3,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3001","ANA201706290","LAN",2,0,1,3,1,0,0,"grany001","L","ramij002","R","","","","8/L+",FALSE,FALSE,2,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3002","ANA201706290","LAN",2,0,2,3,2,0,0,"pedej001","L","ramij002","R","","","","K",FALSE,FALSE,8,6,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"3006","ANA201706290","LAN",3,0,0,0,1,0,0,"forsl001","R","ramij002","R","","","","S8/F",TRUE,FALSE,5,7,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"3007","ANA201706290","LAN",3,0,0,1,1,0,0,"puigy001","R","ramij002","R","forsl001","","","E6/TH/FO/G.1-3;B-2",FALSE,FALSE,9,8,18,TRUE,TRUE,0,FALSE,FALSE,0,0,FALSE,FALSE,1,2,3,0,0,1,0,0,0,0,"0100","0011","ANA"
"3008","ANA201706290","LAN",3,0,0,3,2,0,0,"thomt002","R","ramij002","R","","puigy001","forsl001","W",FALSE,FALSE,7,9,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,2,3,0,1,1,0,0,"0011","0111","ANA"
"3009","ANA201706290","LAN",3,0,0,0,0,0,0,"utlec001","L","ramij002","R","thomt002","puigy001","forsl001","8/F/SF.3-H(UR);2-3;1-2",FALSE,FALSE,4,1,2,TRUE,FALSE,0,FALSE,TRUE,1,1,FALSE,FALSE,0,0,2,3,5,1,1,1,1,1,"0111","1011","ANA"
"3010","ANA201706290","LAN",3,0,1,1,0,1,0,"seagc001","L","ramij002","R","","thomt002","puigy001","FC4/G+.3XH(42);2-3",FALSE,FALSE,6,2,19,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,1,0,3,0,0,1,1,0,2,"1011","2101","ANA"
"3011","ANA201706290","LAN",3,0,2,1,1,1,0,"turnj001","R","ramij002","R","seagc001","","thomt002","43/G",FALSE,FALSE,10,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,3,1,0,1,0,3,"2101","3000","ANA"
"3015","ANA201706290","LAN",4,0,0,0,0,1,0,"bellc002","L","ramij002","R","","","","31/G",TRUE,FALSE,3,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3016","ANA201706290","LAN",4,0,1,2,0,1,0,"grany001","L","ramij002","R","","","","43/G",FALSE,FALSE,2,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3017","ANA201706290","LAN",4,0,2,3,1,1,0,"pedej001","L","ramij002","R","","","","13/G+",FALSE,FALSE,8,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"3024","ANA201706290","LAN",5,0,0,2,2,1,1,"forsl001","R","ramij002","R","","","","43/G",TRUE,FALSE,5,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3025","ANA201706290","LAN",5,0,1,0,1,1,1,"puigy001","R","ramij002","R","","","","HR/7/L",FALSE,FALSE,9,8,23,TRUE,TRUE,4,FALSE,FALSE,0,1,FALSE,FALSE,0,4,0,0,0,0,0,0,1,1,"1000","1000","ANA"
"3026","ANA201706290","LAN",5,0,1,1,1,2,1,"thomt002","R","ramij002","R","","","","6/L-",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3027","ANA201706290","LAN",5,0,2,2,0,2,1,"utlec001","L","ramij002","R","","","","HR/89/F",FALSE,FALSE,4,1,23,TRUE,TRUE,4,FALSE,FALSE,0,1,FALSE,FALSE,0,4,0,0,0,0,0,0,1,2,"2000","2000","ANA"
"3028","ANA201706290","LAN",5,0,2,2,2,3,1,"seagc001","L","ramij002","R","","","","K",FALSE,FALSE,6,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"3032","ANA201706290","LAN",6,0,0,0,0,3,1,"turnj001","R","ramij002","R","","","","S7/L",TRUE,FALSE,10,3,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ANA"
"3033","ANA201706290","LAN",6,0,0,2,1,3,1,"bellc002","L","ramij002","R","turnj001","","","D9/L+.1-3",FALSE,FALSE,3,4,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,3,0,0,1,0,0,0,0,"0100","0011","ANA"
"3034","ANA201706290","LAN",6,0,0,0,2,3,1,"grany001","L","ramij002","R","","bellc002","turnj001","K",FALSE,FALSE,2,5,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,2,3,0,1,1,0,1,"0011","1011","ANA"
"3035","ANA201706290","LAN",6,0,1,2,1,3,1,"pedej001","L","ramij002","R","","bellc002","turnj001","HR/89/F.3-H;2-H",FALSE,FALSE,8,6,23,TRUE,TRUE,4,FALSE,FALSE,0,3,FALSE,FALSE,0,4,0,4,4,0,1,1,3,1,"1011","1000","ANA"
"3036","ANA201706290","LAN",6,0,1,1,2,6,1,"forsl001","R","ramij002","R","","","","8/F",FALSE,FALSE,5,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3037","ANA201706290","LAN",6,0,2,1,2,6,1,"puigy001","R","ramij002","R","","","","S12/L",FALSE,FALSE,9,8,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"3038","ANA201706290","LAN",6,0,2,0,0,6,1,"thomt002","R","parkb001","R","puigy001","","","8/F",FALSE,FALSE,7,9,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"3044","ANA201706290","LAN",7,0,0,1,2,6,1,"utlec001","L","alvaj003","L","","","","K",TRUE,FALSE,4,1,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3045","ANA201706290","LAN",7,0,1,1,2,6,1,"seagc001","L","alvaj003","L","","","","K",FALSE,FALSE,6,2,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3046","ANA201706290","LAN",7,0,2,1,0,6,1,"turnj001","R","alvaj003","L","","","","S7/L",FALSE,FALSE,10,3,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,2,"2000","2100","ANA"
"3047","ANA201706290","LAN",7,0,2,0,0,6,1,"bellc002","L","alvaj003","L","turnj001","","","8/F",FALSE,FALSE,3,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ANA"
"3051","ANA201706290","LAN",8,0,0,1,2,6,1,"grany001","R","alvaj003","L","","","","43/G-",TRUE,FALSE,2,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3052","ANA201706290","LAN",8,0,1,1,2,6,1,"pedej001","L","alvaj003","L","","","","8/L+",FALSE,FALSE,8,6,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ANA"
"3053","ANA201706290","LAN",8,0,2,0,1,6,1,"forsl001","R","alvaj003","L","","","","8/L",FALSE,FALSE,5,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ANA"
"3061","ANA201706290","LAN",9,0,0,2,2,6,2,"puigy001","R","streh001","R","","","","K",TRUE,FALSE,9,8,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ANA"
"3062","ANA201706290","LAN",9,0,1,2,1,6,2,"thomt002","R","streh001","R","","","","D7/L",FALSE,FALSE,7,9,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,1,"1000","1010","ANA"
"3063","ANA201706290","LAN",9,0,1,1,1,6,2,"utlec001","L","streh001","R","","thomt002","","13/G-.2-3",FALSE,FALSE,4,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,3,0,0,1,0,0,2,"1010","2001","ANA"
"3064","ANA201706290","LAN",9,0,2,2,2,6,2,"herne001","R","streh001","R","","","thomt002","53/G",FALSE,FALSE,6,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,3,0,0,1,0,3,"2001","3000","ANA"
"6798","ARI201704210","LAN",1,0,0,0,2,0,0,"pedej001","L","walkt004","R","","","","S8/G+",TRUE,FALSE,8,1,20,TRUE,TRUE,1,FALSE,FALSE,0,0,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,"0000","0100","ARI"
"6799","ARI201704210","LAN",1,0,0,2,0,0,0,"seagc001","L","walkt004","R","pedej001","","","HR/8/F.1-H",FALSE,FALSE,6,2,23,TRUE,TRUE,4,FALSE,FALSE,0,2,FALSE,FALSE,0,4,4,0,0,1,0,0,2,0,"0100","0000","ARI"
"6800","ARI201704210","LAN",1,0,0,0,2,2,0,"turnj001","R","walkt004","R","","","","9/F",FALSE,FALSE,5,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ARI"
"6801","ARI201704210","LAN",1,0,1,1,2,2,0,"gonza003","L","walkt004","R","","","","K",FALSE,FALSE,3,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ARI"
"6802","ARI201704210","LAN",1,0,2,1,1,2,0,"puigy001","R","walkt004","R","","","","53/G",FALSE,FALSE,9,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ARI"
"6807","ARI201704210","LAN",2,0,0,3,2,2,1,"grany001","L","walkt004","R","","","","K",TRUE,FALSE,2,6,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ARI"
"6808","ARI201704210","LAN",2,0,1,2,1,2,1,"tolea001","L","walkt004","R","","","","43/G",FALSE,FALSE,7,7,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ARI"
"6809","ARI201704210","LAN",2,0,2,3,2,2,1,"utlec001","L","walkt004","R","","","","43/G+",FALSE,FALSE,4,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ARI"
"6814","ARI201704210","LAN",3,0,0,2,2,2,1,"wooda002","R","walkt004","R","","","","K",TRUE,FALSE,1,9,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ARI"
"6815","ARI201704210","LAN",3,0,1,3,1,2,1,"pedej001","L","walkt004","R","","","","31/G",FALSE,FALSE,8,1,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ARI"
"6816","ARI201704210","LAN",3,0,2,1,0,2,1,"seagc001","L","walkt004","R","","","","43/G-",FALSE,FALSE,6,2,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,3,"2000","3000","ARI"
"6822","ARI201704210","LAN",4,0,0,1,0,2,2,"turnj001","R","walkt004","R","","","","D9/F+",TRUE,FALSE,5,3,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,0,"0000","0010","ARI"
"6823","ARI201704210","LAN",4,0,0,1,1,2,2,"gonza003","L","walkt004","R","","turnj001","","3/G.2-3",FALSE,FALSE,3,4,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,3,0,0,1,0,0,1,"0010","1001","ARI"
"6824","ARI201704210","LAN",4,0,1,0,0,2,2,"puigy001","R","walkt004","R","","","turnj001","FC6/G.3XH(62)",FALSE,FALSE,9,5,19,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,1,0,0,0,0,0,1,0,2,"1001","2100","ARI"
"6825","ARI201704210","LAN",4,0,2,3,0,2,2,"grany001","L","walkt004","R","puigy001","","","W.1-2",FALSE,FALSE,2,6,14,TRUE,FALSE,0,FALSE,FALSE,0,0,FALSE,FALSE,0,1,2,0,0,1,0,0,0,2,"2100","2110","ARI"
"6826","ARI201704210","LAN",4,0,2,2,2,2,2,"tolea001","L","walkt004","R","grany001","puigy001","","K23",FALSE,FALSE,7,7,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,2,0,1,1,0,0,3,"2110","3000","ARI"
"6831","ARI201704210","LAN",5,0,0,0,1,2,2,"utlec001","L","walkt004","R","","","","13/G-",TRUE,FALSE,4,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ARI"
"6832","ARI201704210","LAN",5,0,1,2,2,2,2,"wooda002","R","walkt004","R","","","","K",FALSE,FALSE,1,9,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ARI"
"6833","ARI201704210","LAN",5,0,2,1,0,2,2,"pedej001","L","walkt004","R","","","","D9/L",FALSE,FALSE,8,1,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,0,2,0,0,0,0,0,0,0,2,"2000","2010","ARI"
"6834","ARI201704210","LAN",5,0,2,0,0,2,2,"seagc001","L","walkt004","R","","pedej001","","S8/L+.2-H",FALSE,FALSE,6,2,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,0,4,0,0,1,0,1,2,"2010","2100","ARI"
"6835","ARI201704210","LAN",5,0,2,1,0,3,2,"turnj001","R","walkt004","R","seagc001","","","8/F",FALSE,FALSE,5,3,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ARI"
"6843","ARI201704210","LAN",6,0,0,1,2,3,4,"gonza003","L","walkt004","R","","","","K",TRUE,FALSE,3,4,3,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,"0000","1000","ARI"
"6844","ARI201704210","LAN",6,0,1,2,2,3,4,"puigy001","R","walkt004","R","","","","9/F",FALSE,FALSE,9,5,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2,"1000","2000","ARI"
"6845","ARI201704210","LAN",6,0,2,2,0,3,4,"grany001","L","walkt004","R","","","","D9/G.B-3(E9)",FALSE,FALSE,2,6,21,TRUE,TRUE,2,FALSE,FALSE,0,0,FALSE,FALSE,1,3,0,0,0,0,0,0,0,2,"2000","2001","ARI"
"6846","ARI201704210","LAN",6,0,2,2,1,3,4,"tolea001","L","walkt004","R","","","grany001","S8/G.3-H",FALSE,FALSE,7,7,20,TRUE,TRUE,1,FALSE,FALSE,0,1,FALSE,FALSE,0,1,0,0,4,0,0,1,1,2,"2001","2100","ARI"
"6847","ARI201704210","LAN",6,0,2,0,1,4,4,"utlec001","L","delaj001","L","tolea001","","","7/F",FALSE,FALSE,4,8,2,TRUE,TRUE,0,FALSE,FALSE,1,0,FALSE,FALSE,0,0,1,0,0,1,0,0,0,3,"2100","3000","ARI"
